move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
jump_on_box_230cm_001__A304,jump_on_box_230cm_001__A304,1010,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_on_box_230cm_001__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_on_box_230cm_001__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/jump_on_box_230cm_001__A304.csv,jump_on_box_230cm_001,A304,jump_on_box_230cm_001,230324,_1,jump_on_box_230cm,character is jumping onto a box that is 230 cm high,person jumps onto a box that's 230 cm high,a leap onto a box of 230 cm in height,The person energetically climbs up a tall box and stands upright on top.,jumping on box that is 230 cm high,jump on 230cm box,jump on box 230cm,neutral,neutral,"jumping, climbing box",standing,1,1,230cm box,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
tiger_jump_to_shoulder_roll_R_002__A415,tiger_jump_to_shoulder_roll_R_002__A415,688,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/tiger_jump_to_shoulder_roll_R_002__A415.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/tiger_jump_to_shoulder_roll_R_002__A415.bvh,soma_shapes/soma_proportion_fit_mhr_params/A415.npz,g1/csv/230531/tiger_jump_to_shoulder_roll_R_002__A415.csv,tiger_jump_to_shoulder_roll_R_002,A415,tiger_jump_to_shoulder_roll_R_002,230531,_1,tiger_jump_to_shoulder_roll_R,"a dynamic shoulder roll follows a long jump of at least 1,5 meters","person leaps at least 1,5 meters into a shoulder roll","character leaping roughly 1,5m forward, transitions into a shoulder roll",A person starts running and then jumps forward like a tiger before doing a shoulder roll and then returning to stand upright.,"at least 1,5m long jump into shoulder roll",jumping like a tiger transitioning into a shoulder roll,tiger jump to shoulder roll,neutral,neutral,rolling,standing,1,1,safety pad,0,0,A415,M,165,22,139,36,88,130,164,99,29,48,9,60,25,F,professional
jump_over_obstacle_2m_R_002__A304,jump_over_obstacle_2m_R_002__A304,897,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_over_obstacle_2m_R_002__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_over_obstacle_2m_R_002__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/jump_over_obstacle_2m_R_002__A304.csv,jump_over_obstacle_2m_R_002,A304,jump_over_obstacle_2m_R_002,230324,_2,jump_over_obstacle_2m_R,person makes a swift jump over a two-meter-high obstacle using their right hand for support,making a swift jump over a two-meter obstacle,person leaps over a 2-meter tall obstacle in a single fluid motion,"A person standing upright runs forward, buoyantly climbs on the obstacle while grabbing its peak, jumps over it, and steps forward after landing.","jump over an obstacle of 200 cm height, right hand on obstacle, jump in one swift movement",jump over obstacle 2m,jump over obstacle 2m,neutral,neutral,jumping,standing,1,1,200cm box,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
jump_to_shoulder_roll_R_103__A416,jump_to_shoulder_roll_R_103__A416,472,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_to_shoulder_roll_R_103__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_to_shoulder_roll_R_103__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_to_shoulder_roll_R_103__A416.csv,jump_to_shoulder_roll_R_103,A416,jump_to_shoulder_roll_R_103,230531,_2,jump_to_shoulder_roll_R,person jumps from a height into a shoulder roll,person jumps from a height and rolls on their shoulder,person jumps off a one meter high surface and rolls over the shoulder upon landing,"The person jumps down, rolls forward on the ground, and stands up in an upright stance.",jump from 1m into shoulder roll,jump off with roll,jump to shoulder roll,neutral,neutral,"jumping, rolling",standing,1,1,scaffolding; foam pad,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
side_roll_R_001__A304,side_roll_R_001__A304,654,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/side_roll_R_001__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/side_roll_R_001__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/side_roll_R_001__A304.csv,side_roll_R_001,A304,side_roll_R_001,230324,_1,side_roll_R,"person rolls to the right side, as if to dodge an obstacle",execute a rolling movement to the right under an obstacle,person rolls to the right under an obstacle,A person performs a quick roll to the right side while facing left.,"roll by right side, roll under obstacle",roll to a side,side roll,neutral,neutral,rolling,standing,1,1,foam pad,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
jump_over_obstacle_no_hand_0_75m_R_101__A416,jump_over_obstacle_no_hand_0_75m_R_101__A416,624,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_over_obstacle_no_hand_0_75m_R_101__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_over_obstacle_no_hand_0_75m_R_101__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_over_obstacle_no_hand_0_75m_R_101__A416.csv,jump_over_obstacle_no_hand_0_75m_R_101,A416,jump_over_obstacle_no_hand_0_75m_R_101,230531,_2,jump_over_obstacle_no_hand_0_75m_R,project an animation of a handless jump over a 75 cm obstacle,person leaps over a hand-free obstacle that is 75 cm high,person jumps over a 075m obstacle without using their hands,A person runs forward and quickly performs a high jump over an obstacle before standing still and upright.,jumping over an obstacle that is 75 cm high,jump over obstacle no hand 075m,jump over obstacle no hand 0 75m,neutral,neutral,jumping,standing,1,1,75cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
flip_180_R_001__A304,flip_180_R_001__A304,671,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/flip_180_R_001__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/flip_180_R_001__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/flip_180_R_001__A304.csv,flip_180_R_001,A304,flip_180_R_001,230324,_1,flip_180_R,person executes a front flip with a smooth landing,perform a straightforward flip,character performs a forward-facing flip,"A person starts running forward at a very fast pace and performs a smooth forward flip, landing on their feet.","front flip, smooth transition to position",character does a flip facing forward,flip 180,neutral,neutral,flipping,"standing, flipping",1,1,foam pad,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
stairs_slip_R_007__A300,stairs_slip_R_007__A300,884,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/stairs_slip_R_007__A300.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/stairs_slip_R_007__A300.bvh,soma_shapes/soma_proportion_fit_mhr_params/A300.npz,g1/csv/230323/stairs_slip_R_007__A300.csv,stairs_slip_R_007,A300,stairs_slip_R_007,230323,_1,stairs_slip_R,person slips while climbing the stairs,climb stairs but slip while doing so,person slips while climbing up the stairs,The person slips while climbing up the stairs.,"slip when walking up stairs, climb up the stairs",slipping on stairs,stairs slip,neutral,neutral,climbing stairs,standing,0,0,stairs,0,0,A300,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
postmortem_convulsions_stop_R_001__A468,postmortem_convulsions_stop_R_001__A468,784,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_stop_R_001__A468.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_stop_R_001__A468.bvh,soma_shapes/soma_proportion_fit_mhr_params/A468.npz,g1/csv/231009/postmortem_convulsions_stop_R_001__A468.csv,postmortem_convulsions_stop_R_001,A468,postmortem_convulsions_stop_R_001,231009,_1,postmortem_convulsions_stop_R,end of after death body convulsions,cessation of post-mortem convulsions,cessation of post-mortality convulsions,A dead body is experiencing convulsions.,"stop body convulsions after death, lying on the back",dead body convulsions end,postmortem convulsions stop,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A468,M,165,27,137,28,89,124,164,97,30,51,11,53,24,F,actor
jump_on_50cm_R_102__A416,jump_on_50cm_002__A416,409,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_on_50cm_002__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_on_50cm_002__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_on_50cm_002__A416.csv,jump_on_50cm_R_102,A416,jump_on_50cm_002,230531,_2,jump_on_50cm_R,person jumps on a 50 cm box starting with their right leg,a natural jump lands on a 05m box starting with the right leg,"an animation of a natural jump onto a 05-meter-high box, leading with the right leg",A person jumps onto an elevated surface and straightens up to stand straight.,"jump naturally on 0, 5m box, right leg first",jump on 50 cm,jump on 50cm,neutral,neutral,jumping,standing,1,1,50cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
postmortem_convulsions_stomach_loop_R_001__A468,postmortem_convulsions_stomach_loop_R_001__A468,583,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_stomach_loop_R_001__A468.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_stomach_loop_R_001__A468.bvh,soma_shapes/soma_proportion_fit_mhr_params/A468.npz,g1/csv/231009/postmortem_convulsions_stomach_loop_R_001__A468.csv,postmortem_convulsions_stomach_loop_R_001,A468,postmortem_convulsions_stomach_loop_R_001,231009,_1,postmortem_convulsions_stomach_loop_R,after death body convulsions on stomach,"body convulses after death, lying on the stomach",after-death body convulses facedown,"A dead body, lying on its stomach, its limbs twitching and flailing in random convulsions.","body convulsions after death, lying on the stomach",dead body convulsions on stomach,postmortem convulsions stomach loop,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A468,M,165,27,137,28,89,124,164,97,30,51,11,53,24,F,actor
side_roll_R_003__A415,side_roll_R_003__A415,720,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/side_roll_R_003__A415.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/side_roll_R_003__A415.bvh,soma_shapes/soma_proportion_fit_mhr_params/A415.npz,g1/csv/230531/side_roll_R_003__A415.csv,side_roll_R_003,A415,side_roll_R_003,230531,_1,side_roll_R,"person rolls to the right side, as if to dodge an obstacle",execute a rolling movement to the right under an obstacle,person rolls to the right under an obstacle,A person quickly rolls forward on their back and stands up in a controlled motion.,"roll by right side, roll under obstacle",roll to a side,side roll,neutral,neutral,rolling,standing,1,1,foam pad,0,0,A415,M,165,22,139,36,88,130,164,99,29,48,9,60,25,F,professional
faint_side_R_001__A472,faint_side_R_001__A472,655,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231010/faint_side_R_001__A472.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231010/faint_side_R_001__A472.bvh,soma_shapes/soma_proportion_fit_mhr_params/A472.npz,g1/csv/231010/faint_side_R_001__A472.csv,faint_side_R_001,A472,faint_side_R_001,231010,_2,faint_side_R,character faints and falls on the side,person faints and collapses onto the side,"character collapses and faints, landing on their side",A person faints suddenly as their knees buckle and falls on the right.,"fainting, falling down on the right side",faints and falls on the side,faint side,neutral,neutral,"standing, lying down","standing, lying",0,1,0,0,0,A472,M,167,25,136,21,84,123,158,102,25,53,8,49,30,F,actor
jump_over_obstacle_1_5m_R_102__A305,jump_over_obstacle_1_5m_R_102__A305,658,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_over_obstacle_1_5m_R_102__A305.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_over_obstacle_1_5m_R_102__A305.bvh,soma_shapes/soma_proportion_fit_mhr_params/A305.npz,g1/csv/230324/jump_over_obstacle_1_5m_R_102__A305.csv,jump_over_obstacle_1_5m_R_102,A305,jump_over_obstacle_1_5m_R_102,230324,_2,jump_over_obstacle_1_5m_R,"person jumps over a 1,5m obstacle in a smooth way","person makes a smooth high jump over a 1,5-meter obstacle using their right hand for support","quickly jumping over a 1,5-meter-high obstacle","A person steadily jogs forward, jumps over an obstacle of 1. 5m high, and then stands in a place swaying.","jump over an obstacle of 150 cm height, right hand on obstacle, jump in one swift movement","jump over obstacle 1,5m",jump over obstacle 1 5m,neutral,neutral,jumping,standing,1,1,150cm box,0,0,A305,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
ladder_climbing_jumpdown_R_003__A300,ladder_climbing_jumpdown_R_003__A300,453,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/ladder_climbing_jumpdown_R_003__A300.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/ladder_climbing_jumpdown_R_003__A300.bvh,soma_shapes/soma_proportion_fit_mhr_params/A300.npz,g1/csv/230323/ladder_climbing_jumpdown_R_003__A300.csv,ladder_climbing_jumpdown_R_003,A300,ladder_climbing_jumpdown_R_003,230323,_2,ladder_climbing_jumpdown_R,jump off a ladder from the front and land on the floor,"after descending a ladder, a quick jump to the floor","jump off a ladder, ending up on the ground",A person climbs down a ladder held with both hands and swiftly jumps down on their right leg to stand upright.,"jump off ladder, in front ladder, end on floor level",jump down at the end of climbing down the ladder,ladder climbing jumpdown,neutral,neutral,"climbing ladder, jumping",standing on ladder,0,0,ladder,0,0,A300,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
postmortem_convulsions_stomach_start_R_001__A468,postmortem_convulsions_stomach_start_R_001__A468,989,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_stomach_start_R_001__A468.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_stomach_start_R_001__A468.bvh,soma_shapes/soma_proportion_fit_mhr_params/A468.npz,g1/csv/231009/postmortem_convulsions_stomach_start_R_001__A468.csv,postmortem_convulsions_stomach_start_R_001,A468,postmortem_convulsions_stomach_start_R_001,231009,_1,postmortem_convulsions_stomach_start_R,beginning of after death body convulsions on stomach,onset of post-mortem convulsions while lying on the stomach,start of post-mortality convulsions in prone position,"A dead body, lying on its stomach, suddenly began to convulse.","begin body convulsions after death, lying on the stomach",dead body convulsions on stomach start,postmortem convulsions stomach start,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A468,M,165,27,137,28,89,124,164,97,30,51,11,53,24,F,actor
jump_over_obstacle_0_5m_R_103__A305,jump_over_obstacle_0_5m_R_103__A305,545,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_over_obstacle_0_5m_R_103__A305.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_over_obstacle_0_5m_R_103__A305.bvh,soma_shapes/soma_proportion_fit_mhr_params/A305.npz,g1/csv/230324/jump_over_obstacle_0_5m_R_103__A305.csv,jump_over_obstacle_0_5m_R_103,A305,jump_over_obstacle_0_5m_R_103,230324,_2,jump_over_obstacle_0_5m_R,the person jumps over an obstacle in a smooth motion with support from the right hand,perform a swift jump over a half-meter obstacle using right hand for support,jump over a 05m obstacle with the right hand on it in one swift movement,"An upright person quickly runs forward, leaps over a 50 cm obstacle by stepping on it and then stops in an upright stance after three steps.","jump over an obstacle of 50 cm height, right hand on obstacle, jump in one swift movement",jump over obstacle 05m,jump over obstacle 0 5m,neutral,neutral,jumping,standing,1,1,50cm box,0,0,A305,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
toxic_gas_loop_R_001__A469,toxic_gas_loop_R_001__A469,1252,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/toxic_gas_loop_R_001__A469.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/toxic_gas_loop_R_001__A469.bvh,soma_shapes/soma_proportion_fit_mhr_params/A469.npz,g1/csv/231009/toxic_gas_loop_R_001__A469.csv,toxic_gas_loop_R_001,A469,toxic_gas_loop_R_001,231009,_1,toxic_gas_loop_R,character is suffocating with toxic gas,"person suffocates with toxic gas, struggling for breath",character is experiencing difficulty breathing due to poisonous gas,A person is clutching their throat as they suffocate from toxic gas while bending forward and backward.,"coughing, waving hands panicky, rubbing eyes, covering mouth, ",suffocating with toxic gas,toxic gas loop,neutral,neutral,toxic gas action,"standing, leaning",0,0,0,0,0,A469,M,166,28,137,29,95,129,169,99,30,52,11,55,26,F,actor
tiger_jump_to_shoulder_roll_R_003__A416,tiger_jump_to_shoulder_roll_R_003__A416,827,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/tiger_jump_to_shoulder_roll_R_003__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/tiger_jump_to_shoulder_roll_R_003__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/tiger_jump_to_shoulder_roll_R_003__A416.csv,tiger_jump_to_shoulder_roll_R_003,A416,tiger_jump_to_shoulder_roll_R_003,230531,_1,tiger_jump_to_shoulder_roll_R,"a dynamic shoulder roll follows a long jump of at least 1,5 meters","person leaps at least 1,5 meters into a shoulder roll","character leaping roughly 1,5m forward, transitions into a shoulder roll","A person swiftly jumps like a tiger, rolls forward and transitions to stand upright.","at least 1,5m long jump into shoulder roll",jumping like a tiger transitioning into a shoulder roll,tiger jump to shoulder roll,neutral,neutral,rolling,standing,1,1,safety pad,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
jump_on_box_230cm_003__A304,jump_on_box_230cm_003__A304,948,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_on_box_230cm_003__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_on_box_230cm_003__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/jump_on_box_230cm_003__A304.csv,jump_on_box_230cm_003,A304,jump_on_box_230cm_003,230324,_1,jump_on_box_230cm,character is jumping onto a box that is 230 cm high,person jumps onto a box that's 230 cm high,a leap onto a box of 230 cm in height,The person energetically climbs up a tall box and stands upright on top.,jumping on box that is 230 cm high,jump on 230cm box,jump on box 230cm,neutral,neutral,"jumping, climbing box",standing,1,1,230cm box,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
jump_over_obstacle_2m_L_104__A416,jump_over_obstacle_2m_L_104__A416,932,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_over_obstacle_2m_L_104__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_over_obstacle_2m_L_104__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_over_obstacle_2m_L_104__A416.csv,jump_over_obstacle_2m_L_104,A416,jump_over_obstacle_2m_L_104,230531,_2,jump_over_obstacle_2m_L,"character jumps over a 2-meter obstacle, landing on their right leg",person quickly jumps over a 2m obstacle by placing the left hand on it,person jumps over a 2m obstacle landing on their right leg,"A person quickly runs forward, clings onto a 2-meter-high obstacle and then jumps over it.","jump over an obstacle of 200 cm height, left hand on obstacle, jump in one swift movement","jump over obstacle 2m, finish with right leg",jump over obstacle 2m,neutral,neutral,jumping,standing,1,1,200cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
ladder_climbing_down_start_over_R_001__A300,ladder_climbing_down_start_over_R_001__A300,933,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/ladder_climbing_down_start_over_R_001__A300.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/ladder_climbing_down_start_over_R_001__A300.bvh,soma_shapes/soma_proportion_fit_mhr_params/A300.npz,g1/csv/230323/ladder_climbing_down_start_over_R_001__A300.csv,ladder_climbing_down_start_over_R_001,A300,ladder_climbing_down_start_over_R_001,230323,_2,ladder_climbing_down_start_over_R,"person standing on top of a ladder, begins to descend",person standing on top of a ladder begins to climb down,character steps onto a ladder from a platform and begins to descend,A person standing straight on top of the ladder bends forward starts to climb down.,"step on over ladder, start on scaffolding",stand on top of the ladder then start climbing down,ladder climbing down start over,neutral,neutral,climbing ladder,standing on ladder,1,1,ladder,0,0,A300,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
flip_180_R_001__A416,flip_180_R_001__A416,731,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/flip_180_R_001__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/flip_180_R_001__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/flip_180_R_001__A416.csv,flip_180_R_001,A416,flip_180_R_001,230531,_1,flip_180_R,person executes a front flip with a smooth landing,perform a straightforward flip,character performs a forward-facing flip,"A person runs forward, jump into a front flip rotation, lands, and continues facing forward.","front flip, smooth transition to position",character does a flip facing forward,flip 180,neutral,neutral,flipping,"standing, flipping",1,1,foam pad,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
postmortem_convulsions_side_stop_R_001__A470,postmortem_convulsions_side_stop_R_001__A470,1070,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_side_stop_R_001__A470.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_side_stop_R_001__A470.bvh,soma_shapes/soma_proportion_fit_mhr_params/A470.npz,g1/csv/231009/postmortem_convulsions_side_stop_R_001__A470.csv,postmortem_convulsions_side_stop_R_001,A470,postmortem_convulsions_side_stop_R_001,231009,_1,postmortem_convulsions_side_stop_R,end of after death body convulsions on side,termination of post-mortem convulsions while lying on the side,conclusion of post-mortality convulsions on the side,A person lying on the ground is having convulsions and then stops shaking.,"stop body convulsions after death, lying on the right side",dead body convulsions on side end,postmortem convulsions side stop,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A470,M,168,28,140,28,97,132,170,98,29,52,11,62,28,F,actor
postmortem_convulsions_stomach_start_R_001__A470,postmortem_convulsions_stomach_start_R_001__A470,974,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_stomach_start_R_001__A470.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_stomach_start_R_001__A470.bvh,soma_shapes/soma_proportion_fit_mhr_params/A470.npz,g1/csv/231009/postmortem_convulsions_stomach_start_R_001__A470.csv,postmortem_convulsions_stomach_start_R_001,A470,postmortem_convulsions_stomach_start_R_001,231009,_1,postmortem_convulsions_stomach_start_R,beginning of after death body convulsions on stomach,onset of post-mortem convulsions while lying on the stomach,start of post-mortality convulsions in prone position,A person lays on the floor facedown while convulsing.,"begin body convulsions after death, lying on the stomach",dead body convulsions on stomach start,postmortem convulsions stomach start,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A470,M,168,28,140,28,97,132,170,98,29,52,11,62,28,F,actor
postmortem_convulsions_side_stop_R_001__A471,postmortem_convulsions_side_stop_R_001__A471,1057,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_side_stop_R_001__A471.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_side_stop_R_001__A471.bvh,soma_shapes/soma_proportion_fit_mhr_params/A471.npz,g1/csv/231009/postmortem_convulsions_side_stop_R_001__A471.csv,postmortem_convulsions_side_stop_R_001,A471,postmortem_convulsions_side_stop_R_001,231009,_1,postmortem_convulsions_side_stop_R,end of after death body convulsions on side,termination of post-mortem convulsions while lying on the side,conclusion of post-mortality convulsions on the side,"A person lying on the ground on their right side, exhibiting involuntary convulsions.","stop body convulsions after death, lying on the right side",dead body convulsions on side end,postmortem convulsions side stop,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A471,M,179,31,148,32,105,144,187,106,32,57,10,72,36,M,stuntman
stairs_climbing_jog_down_stop_R_102__A301,stairs_climbing_jog_down_stop_R_102__A301,539,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/stairs_climbing_jog_down_stop_R_102__A301.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/stairs_climbing_jog_down_stop_R_102__A301.bvh,soma_shapes/soma_proportion_fit_mhr_params/A301.npz,g1/csv/230323/stairs_climbing_jog_down_stop_R_102__A301.csv,stairs_climbing_jog_down_stop_R_102,A301,stairs_climbing_jog_down_stop_R_102,230323,_1,stairs_climbing_jog_down_stop_R,conclude a jog by stepping down to floor level with left foot,finish a jog by landing on the floor with the left foot,person finishes a jog down a staircase with their left foot,"A person jogs down the stairs at a steady pace and then stops, standing upright on the landing.","end left foot to position, end on floor level",ending a jog down the stairs,stairs climbing jog down stop,neutral,neutral,"jogging, climbing stairs",standing,1,1,stairs,0,0,A301,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
jump_from_box_to_safety_roll_180_R_001__A500,jump_form_box_to_safety_roll_180_R_001__A500,533,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231110/jump_form_box_to_safety_roll_180_R_001__A500.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231110/jump_form_box_to_safety_roll_180_R_001__A500.bvh,soma_shapes/soma_proportion_fit_mhr_params/A500.npz,g1/csv/231110/jump_form_box_to_safety_roll_180_R_001__A500.csv,jump_from_box_to_safety_roll_180_R_001,A500,jump_form_box_to_safety_roll_180_R_001,231110,_1,jump_from_box_to_safety_roll_180_R,"character jumps forward from the box, then performs safety roll forward during landing","person jumps forward from the box, then smoothly performs a safety roll forward during landing",character leaps forward from the box and skillfully performs a safety roll during landing,"A person jumps off the box, rolls forward, and then rises to stand upright while facing forward.","neutral standing position, jumping forward from the box, then performing safety roll forward during landing","jumps forward from the box, then performs safety roll forward during landing",jump from box to safety roll 180,neutral,neutral,"jumping, rolling",standing,1,1,50cm box; safety pad,0,0,A500,M,171,26,142,37,89,134,172,103,29,49,10,61,28,F,actor
